index,delt_ant,filename
0,0.008845900630072921,12kg_H2_3
1,0.26119656527719604,12kg_H2_3
2,0.1675044503389327,12kg_H2_3
3,0.14710137995877584,12kg_H2_3
4,0.29131862871904946,12kg_H2_3
5,0.03416608224408255,12kg_H2_3
6,1.8110061028086963,12kg_H2_3
7,4.844863079542572,12kg_H2_3
8,4.690389049664889,12kg_H2_3
9,3.547944710694607,12kg_H2_3
10,3.8436300527007243,12kg_H2_3
11,7.271176956940549,12kg_H2_3
12,9.735353789060994,12kg_H2_3
13,10.518202815893638,12kg_H2_3
14,12.326187964962493,12kg_H2_3
15,13.021741859153193,12kg_H2_3
16,9.589065519255913,12kg_H2_3
17,9.95432608775382,12kg_H2_3
18,10.29069745509045,12kg_H2_3
19,9.093542483561118,12kg_H2_3
20,7.443393099165502,12kg_H2_3
21,7.43048480982853,12kg_H2_3
22,7.442752652379634,12kg_H2_3
23,6.5717599818521055,12kg_H2_3
24,8.830462045672702,12kg_H2_3
25,15.298827077119487,12kg_H2_3
26,24.197933109374805,12kg_H2_3
27,30.12150767424961,12kg_H2_3
28,24.023903465464716,12kg_H2_3
29,20.404676424290226,12kg_H2_3
30,15.720634018080641,12kg_H2_3
31,14.948062366073119,12kg_H2_3
32,16.051978816244507,12kg_H2_3
33,14.917963939957476,12kg_H2_3
34,12.609092878983105,12kg_H2_3
35,14.46688596255812,12kg_H2_3
36,15.520764195554483,12kg_H2_3
37,17.61721307998722,12kg_H2_3
38,22.282552163003466,12kg_H2_3
39,24.58905937027235,12kg_H2_3
40,22.579004633484935,12kg_H2_3
41,27.060663153160824,12kg_H2_3
42,27.0144079919441,12kg_H2_3
43,34.17064130735672,12kg_H2_3
44,38.81903380149744,12kg_H2_3
45,30.40780488542345,12kg_H2_3
46,31.732666842574936,12kg_H2_3
47,39.94648933551224,12kg_H2_3
48,33.574428895145836,12kg_H2_3
49,37.80480063187027,12kg_H2_3
50,42.00911332717375,12kg_H2_3
51,35.23646165460967,12kg_H2_3
52,39.370569834741204,12kg_H2_3
53,58.937033130654356,12kg_H2_3
54,61.64358994208812,12kg_H2_3
55,55.645851014626764,12kg_H2_3
56,54.38832543457558,12kg_H2_3
57,53.337545279817334,12kg_H2_3
58,51.05505373808992,12kg_H2_3
59,58.880229973028584,12kg_H2_3
60,51.181843286953196,12kg_H2_3
61,38.74264251561206,12kg_H2_3
62,36.194849174461595,12kg_H2_3
63,43.00914698907002,12kg_H2_3
64,50.51561960802324,12kg_H2_3
65,42.946671011816356,12kg_H2_3
66,36.13259729240874,12kg_H2_3
67,29.74422210406163,12kg_H2_3
68,35.64436835738421,12kg_H2_3
69,37.51968944357374,12kg_H2_3
70,25.764768314981314,12kg_H2_3
71,21.324836249103306,12kg_H2_3
72,16.16646086489561,12kg_H2_3
73,14.327872059041876,12kg_H2_3
74,14.568811033123094,12kg_H2_3
75,8.672648753522317,12kg_H2_3
76,4.7067410119407045,12kg_H2_3
77,6.338157556090506,12kg_H2_3
78,6.583184250168502,12kg_H2_3
79,5.312059133880461,12kg_H2_3
80,5.253548836812727,12kg_H2_3
81,4.464876677436621,12kg_H2_3
82,4.899704170185711,12kg_H2_3
83,3.1865757744897096,12kg_H2_3
84,2.4649372554221487,12kg_H2_3
85,1.022921536294789,12kg_H2_3
86,0.4411455452292698,12kg_H2_3
87,0.4265129689556782,12kg_H2_3
88,0.3208146193740365,12kg_H2_3
89,0.27285576451922494,12kg_H2_3
90,0.2367539757140953,12kg_H2_3
91,0.32110495892064195,12kg_H2_3
92,0.29809930583625927,12kg_H2_3
93,0.22155578551864213,12kg_H2_3
94,0.18814903467982624,12kg_H2_3
95,0.18577811021497653,12kg_H2_3
96,0.16880430844930297,12kg_H2_3
97,0.18771838321261297,12kg_H2_3
98,0.19888399151294817,12kg_H2_3
99,0.20440835258966086,12kg_H2_3
100,0.21637315454810865,12kg_H2_3
0,0.1429876340434386,12kg_H2_1
1,0.2189201896907594,12kg_H2_1
2,0.19409759556177697,12kg_H2_1
3,0.16728025505347618,12kg_H2_1
4,0.19130975582755208,12kg_H2_1
5,0.25661284455194316,12kg_H2_1
6,0.28515654723826234,12kg_H2_1
7,0.21846998813126692,12kg_H2_1
8,0.20200544376796267,12kg_H2_1
9,0.1824128165588752,12kg_H2_1
10,0.1912836328737029,12kg_H2_1
11,0.5328008110922778,12kg_H2_1
12,0.777926002815562,12kg_H2_1
13,3.1527972663169743,12kg_H2_1
14,8.094116944235537,12kg_H2_1
15,7.42242173321305,12kg_H2_1
16,7.890730257992691,12kg_H2_1
17,10.488367457747591,12kg_H2_1
18,11.655416856404308,12kg_H2_1
19,11.850138935324448,12kg_H2_1
20,11.899427697377918,12kg_H2_1
21,12.640784378067945,12kg_H2_1
22,9.06969423945408,12kg_H2_1
23,8.357971811979542,12kg_H2_1
24,7.018348737209639,12kg_H2_1
25,9.12459483063782,12kg_H2_1
26,7.009563673046806,12kg_H2_1
27,7.312274178296371,12kg_H2_1
28,7.495978762669794,12kg_H2_1
29,14.29406425413773,12kg_H2_1
30,34.50438155976095,12kg_H2_1
31,27.926977209637204,12kg_H2_1
32,24.073001510878704,12kg_H2_1
33,19.804350063224504,12kg_H2_1
34,15.059164807062725,12kg_H2_1
35,20.25131657375018,12kg_H2_1
36,21.8461755737985,12kg_H2_1
37,15.511803023844086,12kg_H2_1
38,20.768241044424474,12kg_H2_1
39,20.783157311010797,12kg_H2_1
40,15.486380104243588,12kg_H2_1
41,17.782862189804536,12kg_H2_1
42,16.552281471504216,12kg_H2_1
43,15.028320167863116,12kg_H2_1
44,16.444343023341233,12kg_H2_1
45,19.75798568749239,12kg_H2_1
46,24.766387062030724,12kg_H2_1
47,28.355131649606154,12kg_H2_1
48,25.614816906162353,12kg_H2_1
49,27.571634884178064,12kg_H2_1
50,25.1422699655773,12kg_H2_1
51,23.22251439265669,12kg_H2_1
52,29.131474370676262,12kg_H2_1
53,31.59755900451229,12kg_H2_1
54,25.432165121640573,12kg_H2_1
55,25.65668493113805,12kg_H2_1
56,34.49760029371495,12kg_H2_1
57,34.36637191043625,12kg_H2_1
58,29.507185931013133,12kg_H2_1
59,33.16281247184157,12kg_H2_1
60,37.79475960455597,12kg_H2_1
61,38.49431707168235,12kg_H2_1
62,36.00061097882116,12kg_H2_1
63,31.529008276919193,12kg_H2_1
64,33.81379430105476,12kg_H2_1
65,51.527138010211594,12kg_H2_1
66,57.95829637766096,12kg_H2_1
67,39.69276123131017,12kg_H2_1
68,41.682196655830545,12kg_H2_1
69,51.07764966808037,12kg_H2_1
70,42.9349199524449,12kg_H2_1
71,38.386592072367065,12kg_H2_1
72,29.46821114875458,12kg_H2_1
73,21.569564941577447,12kg_H2_1
74,19.584923878516783,12kg_H2_1
75,21.189156227037344,12kg_H2_1
76,14.753617444092255,12kg_H2_1
77,13.245398609088182,12kg_H2_1
78,6.836841095948287,12kg_H2_1
79,7.020138553048251,12kg_H2_1
80,5.686946664264176,12kg_H2_1
81,3.430953487128756,12kg_H2_1
82,4.710387868621178,12kg_H2_1
83,3.399968843630396,12kg_H2_1
84,3.6676071488193727,12kg_H2_1
85,2.990011036207934,12kg_H2_1
86,1.2994034768792229,12kg_H2_1
87,0.6447749884174966,12kg_H2_1
88,0.9122553705971693,12kg_H2_1
89,0.4642934969285764,12kg_H2_1
90,0.26983201136226964,12kg_H2_1
91,0.356051894897976,12kg_H2_1
92,0.30898289457243183,12kg_H2_1
93,0.21006235982586757,12kg_H2_1
94,0.20208289217241518,12kg_H2_1
95,0.24336658559186372,12kg_H2_1
96,0.2129944833936434,12kg_H2_1
97,0.17922875963917947,12kg_H2_1
98,0.1716652899840077,12kg_H2_1
99,0.21783010077830015,12kg_H2_1
100,0.2212987976899686,12kg_H2_1
0,0.019492750069412857,6kg_H2_1
1,0.25028102057186813,6kg_H2_1
2,0.374339479243041,6kg_H2_1
3,0.3766600762443296,6kg_H2_1
4,0.353928540328129,6kg_H2_1
5,0.2907728153075136,6kg_H2_1
6,0.28273543153134323,6kg_H2_1
7,0.29863504528304813,6kg_H2_1
8,0.29008104140866353,6kg_H2_1
9,0.3833996030091353,6kg_H2_1
10,0.2975660693996111,6kg_H2_1
11,0.742972420765955,6kg_H2_1
12,3.8678278282463103,6kg_H2_1
13,6.093799485546554,6kg_H2_1
14,5.815304180755097,6kg_H2_1
15,7.319259335531296,6kg_H2_1
16,8.697247570672967,6kg_H2_1
17,8.957739563924935,6kg_H2_1
18,9.118502836077393,6kg_H2_1
19,8.377862209154307,6kg_H2_1
20,9.058045646372493,6kg_H2_1
21,7.915060157784771,6kg_H2_1
22,6.55823819046952,6kg_H2_1
23,8.088373268772482,6kg_H2_1
24,7.732221550980137,6kg_H2_1
25,7.806075508515668,6kg_H2_1
26,8.545098082726813,6kg_H2_1
27,7.58430587033886,6kg_H2_1
28,7.997762532737311,6kg_H2_1
29,8.391476289919956,6kg_H2_1
30,7.700647442459966,6kg_H2_1
31,7.864527731607204,6kg_H2_1
32,10.613336986631063,6kg_H2_1
33,11.5803419054102,6kg_H2_1
34,9.68125367632309,6kg_H2_1
35,10.111628261563496,6kg_H2_1
36,10.32255912367129,6kg_H2_1
37,11.888025095531061,6kg_H2_1
38,14.190838139674295,6kg_H2_1
39,15.692392675558729,6kg_H2_1
40,18.66041298242114,6kg_H2_1
41,21.453720052538497,6kg_H2_1
42,24.322635088676137,6kg_H2_1
43,25.08864518044361,6kg_H2_1
44,27.005161357995107,6kg_H2_1
45,26.463561055771553,6kg_H2_1
46,25.923243400285816,6kg_H2_1
47,26.64577418679695,6kg_H2_1
48,41.322531261614145,6kg_H2_1
49,38.317310038354115,6kg_H2_1
50,29.59508474495327,6kg_H2_1
51,33.548853192401694,6kg_H2_1
52,34.47583245635539,6kg_H2_1
53,35.79936320979188,6kg_H2_1
54,33.83181753283097,6kg_H2_1
55,27.633297974855434,6kg_H2_1
56,25.56170771351247,6kg_H2_1
57,29.90247216261633,6kg_H2_1
58,28.96110927471797,6kg_H2_1
59,24.610385677435154,6kg_H2_1
60,23.44336672763274,6kg_H2_1
61,25.285664745001693,6kg_H2_1
62,23.34538072583287,6kg_H2_1
63,21.04436894394313,6kg_H2_1
64,25.522436545472736,6kg_H2_1
65,26.434220964119312,6kg_H2_1
66,19.64856750610333,6kg_H2_1
67,16.631539564405927,6kg_H2_1
68,15.077865558074388,6kg_H2_1
69,13.408686927993223,6kg_H2_1
70,12.725367957581307,6kg_H2_1
71,9.356728060262515,6kg_H2_1
72,7.626884086841331,6kg_H2_1
73,10.1796894050512,6kg_H2_1
74,9.526674205560903,6kg_H2_1
75,6.174218083362156,6kg_H2_1
76,3.467852512057537,6kg_H2_1
77,5.058866200733057,6kg_H2_1
78,7.7190193292614415,6kg_H2_1
79,6.409765709881799,6kg_H2_1
80,5.714808849709449,6kg_H2_1
81,3.5678936708635,6kg_H2_1
82,1.3660833946925135,6kg_H2_1
83,1.0961678500630108,6kg_H2_1
84,0.6773140289267444,6kg_H2_1
85,0.436268441586694,6kg_H2_1
86,0.3297626005428973,6kg_H2_1
87,0.4105927561550115,6kg_H2_1
88,0.3347809960500522,6kg_H2_1
89,0.26023347798644647,6kg_H2_1
90,0.26901859416339163,6kg_H2_1
91,0.1765630161612549,6kg_H2_1
92,0.17242360126987497,6kg_H2_1
93,0.17887702679474138,6kg_H2_1
94,0.18750907252502003,6kg_H2_1
95,0.2301161907456383,6kg_H2_1
96,0.17843778975191255,6kg_H2_1
97,0.12280495348261652,6kg_H2_1
98,0.16969130295919263,6kg_H2_1
99,0.21038259116610902,6kg_H2_1
100,0.2110378078588693,6kg_H2_1
0,-0.07976665254227491,6kg_H2_2
1,0.2107237047389456,6kg_H2_2
2,0.2000622644429461,6kg_H2_2
3,0.21096410068846302,6kg_H2_2
4,0.20791485161079087,6kg_H2_2
5,0.16509368850975475,6kg_H2_2
6,0.1804852017953881,6kg_H2_2
7,0.20172100832662818,6kg_H2_2
8,-0.004422086042421713,6kg_H2_2
9,1.1401409165921716,6kg_H2_2
10,3.142902002124019,6kg_H2_2
11,3.586425101216085,6kg_H2_2
12,4.639566306029248,6kg_H2_2
13,6.097007196632362,6kg_H2_2
14,6.948382881349855,6kg_H2_2
15,7.831825081647851,6kg_H2_2
16,9.218453427591205,6kg_H2_2
17,8.365246779707595,6kg_H2_2
18,8.934582633311562,6kg_H2_2
19,10.309489243559522,6kg_H2_2
20,9.330379137774267,6kg_H2_2
21,9.013589495037964,6kg_H2_2
22,9.682504724731137,6kg_H2_2
23,9.425481750741886,6kg_H2_2
24,10.675662425874473,6kg_H2_2
25,16.430155368307943,6kg_H2_2
26,13.915753805466542,6kg_H2_2
27,9.17567234683805,6kg_H2_2
28,9.287271374549732,6kg_H2_2
29,9.754100149789455,6kg_H2_2
30,9.25891721972043,6kg_H2_2
31,7.839219212460755,6kg_H2_2
32,8.982790277588224,6kg_H2_2
33,10.232658666886568,6kg_H2_2
34,9.818129176491482,6kg_H2_2
35,12.72332487559742,6kg_H2_2
36,17.020550954320626,6kg_H2_2
37,18.97058183248022,6kg_H2_2
38,22.534434742193742,6kg_H2_2
39,23.251333314235403,6kg_H2_2
40,24.460535005425537,6kg_H2_2
41,23.210957698192548,6kg_H2_2
42,20.615948911107523,6kg_H2_2
43,18.747156079776268,6kg_H2_2
44,21.22711922872407,6kg_H2_2
45,23.87361447559318,6kg_H2_2
46,25.55925845059345,6kg_H2_2
47,27.680984065970893,6kg_H2_2
48,31.64722830887345,6kg_H2_2
49,44.630456647640216,6kg_H2_2
50,36.431236332607924,6kg_H2_2
51,27.717777157404857,6kg_H2_2
52,25.09308689448861,6kg_H2_2
53,26.21953047063571,6kg_H2_2
54,33.0944554952946,6kg_H2_2
55,31.499195633576804,6kg_H2_2
56,32.87772384980807,6kg_H2_2
57,28.197180037983006,6kg_H2_2
58,25.719067944210096,6kg_H2_2
59,34.10089442267388,6kg_H2_2
60,33.4837908983429,6kg_H2_2
61,24.54304823836633,6kg_H2_2
62,20.097874952308906,6kg_H2_2
63,18.883409773771255,6kg_H2_2
64,17.353407206676223,6kg_H2_2
65,16.65142567054356,6kg_H2_2
66,17.47014747517791,6kg_H2_2
67,12.47929400486334,6kg_H2_2
68,9.162735694908033,6kg_H2_2
69,8.211647092662071,6kg_H2_2
70,7.190304155907992,6kg_H2_2
71,6.464120643980374,6kg_H2_2
72,4.970398774783616,6kg_H2_2
73,5.223187615730978,6kg_H2_2
74,6.131315299767043,6kg_H2_2
75,4.0723416767339895,6kg_H2_2
76,3.1468412981987375,6kg_H2_2
77,3.313760059033939,6kg_H2_2
78,2.417202386183472,6kg_H2_2
79,0.7916562278003368,6kg_H2_2
80,0.3862643809225723,6kg_H2_2
81,0.4771946881664169,6kg_H2_2
82,0.3619988763657144,6kg_H2_2
83,0.2408302841300165,6kg_H2_2
84,0.22778333002285045,6kg_H2_2
85,0.35620119664599015,6kg_H2_2
86,0.2878561454852205,6kg_H2_2
87,0.14284074391462562,6kg_H2_2
88,0.14148071086071534,6kg_H2_2
89,0.20227131143804056,6kg_H2_2
90,0.29890981066526445,6kg_H2_2
91,0.2760224430055779,6kg_H2_2
92,0.22878457633799795,6kg_H2_2
93,0.20657828255846505,6kg_H2_2
94,0.20036808518029803,6kg_H2_2
95,0.26149504038324817,6kg_H2_2
96,0.2861795036101504,6kg_H2_2
97,0.21748328139665615,6kg_H2_2
98,0.18238517301286708,6kg_H2_2
99,0.2339724408695673,6kg_H2_2
100,0.24735233292492212,6kg_H2_2
0,0.08950584277432165,6kg_H2_3
1,0.16929271105573154,6kg_H2_3
2,0.16568811665374816,6kg_H2_3
3,0.1719464738143631,6kg_H2_3
4,0.16999458993164468,6kg_H2_3
5,0.1587651053334847,6kg_H2_3
6,0.17726537054835412,6kg_H2_3
7,0.1845700996893197,6kg_H2_3
8,0.23543539446567185,6kg_H2_3
9,0.19662382824270264,6kg_H2_3
10,0.2067138775506008,6kg_H2_3
11,1.7264346867831994,6kg_H2_3
12,4.402059477894104,6kg_H2_3
13,6.9111043084994925,6kg_H2_3
