EMG1,EMG11,EMG5,IM EMG13
-9.82e-05,2.78e-05,-1.17e-06,-9.89e-06
-9.66e-05,2.8300000000000003e-05,2.11e-06,-9.89e-06
-8.4e-05,2.68e-05,6.57e-06,-7.55e-06
-6.809999999999999e-05,2.59e-05,1.15e-05,-7.55e-06
-6.25e-05,2.7300000000000003e-05,1.62e-05,-5.54e-06
-7.64e-05,2.8600000000000004e-05,1.99e-05,-6.87e-06
-0.000112249,2.7899999999999997e-05,2.23e-05,-6.87e-06
-0.00016064,2.64e-05,2.36e-05,-3.16e-06
-0.00019836299999999998,2.52e-05,2.4100000000000003e-05,-3.16e-06
-0.000200433,2.54e-05,2.3199999999999998e-05,5.56e-06
-0.00016225,2.62e-05,2.0399999999999998e-05,5.56e-06
-0.000108176,2.71e-05,1.64e-05,1.1599999999999999e-05
-6.659999999999999e-05,2.8300000000000003e-05,1.26e-05,1.1599999999999999e-05
-4.23e-05,2.8800000000000002e-05,9.33e-06,6.72e-06
-2.5300000000000002e-05,2.8199999999999998e-05,6.04e-06,9.91e-06
-1.1e-05,2.68e-05,2.78e-06,9.91e-06
-2.47e-06,2.7000000000000002e-05,-1.02e-06,1.31e-05
6.76e-06,2.54e-05,-4.85e-06,1.31e-05
3.37e-05,2.72e-05,-7.24e-06,1.32e-05
7.6e-05,2.84e-05,-5.99e-06,1.32e-05
9.02e-05,3.07e-05,-1.92e-06,1.0199999999999999e-05
3.2500000000000004e-05,2.9999999999999997e-05,2.32e-06,1.0199999999999999e-05
-9.350000000000001e-05,2.94e-05,4.55e-06,5.2e-06
-0.000215353,3.17e-05,5.19e-06,4.88e-06
-0.00023914299999999998,3.11e-05,6.95e-06,4.88e-06
-0.00016398400000000002,3.14e-05,9.8e-06,8.9e-06
-3.06e-05,3.07e-05,1.21e-05,8.9e-06
0.00011852799999999999,3.24e-05,1.2e-05,8.9e-06
0.000225721,3.18e-05,1.18e-05,8.9e-06
0.00025992,3.12e-05,1.34e-05,1.06e-05
0.00024046700000000001,2.9600000000000005e-05,1.47e-05,1.06e-05
0.00020790900000000002,2.8899999999999998e-05,1.3800000000000002e-05,1.06e-05
0.000189029,2.95e-05,1.15e-05,6.51e-06
0.00019401099999999998,2.9600000000000005e-05,7.48e-06,6.51e-06
0.000220048,3.05e-05,2.54e-06,-3.54e-06
0.000240167,3.07e-05,-1.75e-06,-3.54e-06
0.000220334,3.06e-05,-4.12e-06,-8.56e-06
0.000154176,3.09e-05,-4e-06,-8.56e-06
5.8200000000000005e-05,2.8899999999999998e-05,-1.03e-06,-7.04e-06
-5.01e-05,2.7699999999999996e-05,3.88e-06,-7.04e-06
-0.000146094,2.98e-05,8.18e-06,-4.53e-06
-0.000199398,2.99e-05,9.71e-06,-3.86e-06
-0.000201993,2.8000000000000003e-05,7.81e-06,-3.86e-06
-0.00018024,2.7699999999999996e-05,5.47e-06,-4.53e-06
-0.000174193,2.7600000000000003e-05,3.78e-06,-4.53e-06
-0.00019160099999999998,2.9299999999999997e-05,1.67e-06,-3.35e-06
-0.000179452,2.9299999999999997e-05,-7.51e-07,-3.35e-06
-7.929999999999999e-05,2.6600000000000003e-05,1.99e-07,-8.51e-07
9.740000000000001e-05,2.9100000000000003e-05,3.91e-06,-8.51e-07
0.000261368,2.7699999999999996e-05,7.42e-06,-4.52e-06
0.000339599,2.64e-05,8.87e-06,1.66e-07
0.000328822,2.6700000000000002e-05,8.58e-06,1.66e-07
0.000255752,3.02e-05,7.34e-06,-4.91e-07
0.000128736,2.8800000000000002e-05,6.34e-06,-4.91e-07
-4e-05,2.7000000000000002e-05,5.65e-06,3.21e-06
-0.000191675,2.78e-05,5.27e-06,3.21e-06
-0.000267666,2.78e-05,5.08e-06,8.23e-06
-0.000265152,2.61e-05,4.43e-06,8.23e-06
-0.000224653,2.4e-05,2.81e-06,1.09e-05
-0.000187622,2.33e-05,1.42e-06,1.73e-05
-0.000177722,2.48e-05,1.11e-06,1.73e-05
-0.000199378,2.59e-05,1.95e-06,2.8000000000000003e-05
-0.00022683099999999998,2.68e-05,4.06e-06,2.8000000000000003e-05
-0.00021962099999999998,2.8300000000000003e-05,6.55e-06,2.23e-05
-0.000162153,2.8800000000000002e-05,8.89e-06,2.23e-05
-8.45e-05,2.8600000000000004e-05,1.1400000000000001e-05,1.06e-05
-3.8900000000000004e-05,2.8600000000000004e-05,1.3300000000000001e-05,1.06e-05
-5.3299999999999995e-05,2.95e-05,1.4099999999999999e-05,2.35e-06
-0.00010398,3.18e-05,1.4099999999999999e-05,2.51e-06
-0.000137294,3.2e-05,1.34e-05,2.51e-06
-0.00011917,2.9999999999999997e-05,1.3300000000000001e-05,3.34e-07
-4.57e-05,2.98e-05,1.47e-05,3.34e-07
7.049999999999999e-05,2.98e-05,1.64e-05,-1.72e-07
0.000207029,3.05e-05,1.6899999999999997e-05,-1.72e-07
0.00032052,3.0799999999999996e-05,1.6100000000000002e-05,-1.52e-06
0.000365615,2.8499999999999998e-05,1.3699999999999998e-05,-1.52e-06
0.000354875,3.01e-05,9.49e-06,-3.37e-06
0.000333539,3.24e-05,6.1e-06,-6.22e-06
0.000295993,3.4899999999999995e-05,4.93e-06,-6.22e-06
0.00019433799999999998,3.54e-05,4.41e-06,-1.09e-05
3.02e-05,3.48e-05,3.92e-06,-1.09e-05
-0.000123019,3.39e-05,4.28e-06,-1.93e-05
-0.000206496,3.05e-05,4.77e-06,-1.93e-05
-0.00021543200000000002,2.95e-05,5.76e-06,-1.86e-05
-0.000178033,2.84e-05,7.38e-06,-1.86e-05
-0.00011740000000000002,2.6600000000000003e-05,6.97e-06,-2.12e-05
-3.69e-05,2.62e-05,3.49e-06,-2.17e-05
5.9499999999999996e-05,2.7399999999999995e-05,-4.2e-07,-2.17e-05
0.000148886,2.78e-05,-3.01e-06,-2.25e-05
0.000192151,2.72e-05,-4.49e-06,-2.25e-05
0.00016592200000000002,2.84e-05,-5.63e-06,-2.26e-05
9.27e-05,3.0299999999999998e-05,-6.05e-06,-2.26e-05
2.18e-05,2.8899999999999998e-05,-5.3e-06,-1.83e-05
-2.0300000000000002e-05,2.7699999999999996e-05,-3.88e-06,-1.83e-05
-4.429999999999999e-05,2.98e-05,-1.67e-06,-1.93e-05
-6.809999999999999e-05,3.05e-05,1.46e-06,-1.98e-05
-9.22e-05,2.9999999999999997e-05,3.99e-06,-1.98e-05
-0.00010948799999999999,2.99e-05,5.45e-06,-1.09e-05
-0.000119542,2.9999999999999997e-05,6.42e-06,-1.09e-05
-0.000132633,2.99e-05,7.39e-06,-5.87e-06
-0.000151853,3.0799999999999996e-05,8.29e-06,-5.87e-06
-0.000176146,3.13e-05,8.81e-06,-3.51e-06
-0.000198982,3.0799999999999996e-05,9.57e-06,-3.51e-06
-0.00019073,3.14e-05,9.54e-06,2.35e-06
-0.000129471,3.3e-05,8.25e-06,2.19e-06
-4.9e-05,3.32e-05,7.59e-06,2.19e-06
-2.67e-06,3.09e-05,8.32e-06,3.7e-06
-5.22e-06,3.32e-05,1.0300000000000001e-05,3.7e-06
-3.5100000000000006e-05,3.34e-05,1.31e-05,5.2e-06
-7.049999999999999e-05,3.34e-05,1.4800000000000002e-05,5.2e-06
-0.00011382,3.14e-05,1.49e-05,3.85e-06
-0.000182899,3.12e-05,1.4300000000000002e-05,3.85e-06
-0.000270677,3.17e-05,1.3800000000000002e-05,-1.86e-06
-0.00035026199999999995,3.11e-05,1.34e-05,-7.9e-06
-0.000410635,3.0299999999999998e-05,1.25e-05,-7.9e-06
-0.000461169,3.04e-05,1.06e-05,-1.11e-05
-0.000499018,2.9999999999999997e-05,8.84e-06,-1.11e-05
-0.00049298,2.9999999999999997e-05,7.89e-06,-8.73e-06
-0.00040395,3.06e-05,7.09e-06,-8.73e-06
-0.00021633900000000002,2.9299999999999997e-05,6.83e-06,-1.09e-05
4.24e-05,2.8800000000000002e-05,6.36e-06,-1.09e-05
0.000298192,3.14e-05,3.02e-06,-1.09e-05
0.00045564199999999997,3.2500000000000004e-05,-1.41e-06,-6.02e-06
0.00045188199999999997,3.1e-05,-2.83e-06,-6.02e-06
0.000296639,2.99e-05,-1.5e-06,1.2e-06
7.65e-05,2.9600000000000005e-05,2.07e-06,1.2e-06
-0.00010031700000000001,3.09e-05,5.93e-06,1.06e-05
-0.000166665,3.35e-05,7.98e-06,1.06e-05
-0.000110461,3.43e-05,8.62e-06,2.23e-05
3.289999999999999e-05,3.3100000000000005e-05,9.23e-06,2.23e-05
0.00019402299999999998,3.12e-05,9.22e-06,2.6700000000000002e-05
0.000329796,3.2e-05,8.57e-06,2.35e-05
0.000412211,3.02e-05,6.65e-06,2.35e-05
0.000410971,3.02e-05,4.41e-06,1.64e-05
0.00031876,3.3e-05,2.44e-06,1.64e-05
0.000180855,3.4e-05,1.62e-06,1.1900000000000001e-05
6.1e-05,3.34e-05,4.39e-07,1.1900000000000001e-05
-1.4800000000000002e-05,3.289999999999999e-05,-3.43e-07,4.86e-06
-6.45e-05,3.21e-05,-2.61e-07,4.86e-06
-0.00010638200000000001,3.289999999999999e-05,-8.6e-07,2.85e-06
-0.000132767,3.2500000000000004e-05,-1.72e-06,3.18e-06
-0.000120067,3.12e-05,-2.73e-06,3.18e-06
-5.8599999999999995e-05,3.14e-05,-3.96e-06,5.06e-07
4.0799999999999996e-05,3.16e-05,-5.26e-06,5.06e-07
0.00015607,3.07e-05,-6.38e-06,1.54e-06
0.000250007,2.8000000000000003e-05,-6.26e-06,1.54e-06
0.0002842,2.6300000000000002e-05,-4.03e-06,1.1900000000000001e-05
0.000258625,2.8000000000000003e-05,-8.340000000000001e-07,1.1900000000000001e-05
0.000212117,2.9999999999999997e-05,2.02e-06,1.1599999999999999e-05
0.000172175,3.14e-05,4.66e-06,-2.49e-08
0.000130757,3.15e-05,6.38e-06,-2.49e-08
7.15e-05,2.97e-05,5.61e-06,-1.01e-05
-2.9e-06,2.8600000000000004e-05,1.95e-06,-1.01e-05
-6.94e-05,2.8800000000000002e-05,-3.45e-06,-1.58e-05
-0.000115084,2.95e-05,-6.31e-06,-1.58e-05
-0.000139858,3.09e-05,-5.5e-06,-1.6800000000000002e-05
-0.000146097,3.2200000000000003e-05,-1.62e-06,-1.6800000000000002e-05
-0.000135405,2.97e-05,2.23e-06,-1.93e-05
-0.000100815,3.05e-05,4.66e-06,-2.1600000000000003e-05
-5.539999999999999e-05,3.2500000000000004e-05,6.76e-06,-2.1600000000000003e-05
-2.98e-05,3.53e-05,9.32e-06,-1.63e-05
-2.59e-05,3.72e-05,1.04e-05,-1.63e-05
-2.8999999999999997e-05,3.69e-05,8.75e-06,-1.09e-05
-4.77e-05,3.3799999999999995e-05,6.65e-06,-1.09e-05
-8.950000000000001e-05,3.2200000000000003e-05,4.68e-06,-8.89e-06
-0.000136692,3.13e-05,1.52e-06,-8.89e-06
-0.00017017,3.13e-05,-1.11e-06,-7.87e-06
-0.00018417099999999998,3.17e-05,-4.2799999999999997e-07,2.38e-06
-0.00018589,3.06e-05,3.32e-06,2.38e-06
-0.00018868799999999998,2.9299999999999997e-05,6.94e-06,1.3300000000000001e-05
-0.000200585,2.78e-05,9.22e-06,1.3300000000000001e-05
-0.000209226,2.7300000000000003e-05,9.99e-06,1.26e-05
-0.000190857,2.7300000000000003e-05,9.51e-06,1.26e-05
-0.000133705,2.7000000000000002e-05,9.14e-06,1.1599999999999999e-05
-4.6700000000000003e-05,2.72e-05,8.97e-06,1.1599999999999999e-05
3.64e-05,2.6000000000000002e-05,8.2e-06,1.3800000000000002e-05
6.69e-05,2.44e-05,7.02e-06,1.06e-05
2.7699999999999996e-05,2.49e-05,5.92e-06,1.06e-05
-4.6e-05,2.54e-05,6.61e-06,4.69e-06
-0.000116715,2.6600000000000003e-05,8.98e-06,4.69e-06
-0.00019111400000000001,2.62e-05,1.1599999999999999e-05,1.17e-06
-0.000300823,2.49e-05,1.39e-05,1.17e-06
-0.000447736,2.33e-05,1.58e-05,6.57e-07
-0.000583842,2.2800000000000002e-05,1.74e-05,6.57e-07
-0.000642166,2.56e-05,1.92e-05,-5.02e-06
-0.000566359,3.16e-05,2.11e-05,1.51e-06
-0.00034629800000000004,2.6000000000000002e-05,2.26e-05,1.51e-06
-6.670000000000001e-05,2.46e-05,2.27e-05,2.86e-06
0.000152122,2.3800000000000003e-05,2.0600000000000003e-05,2.86e-06
0.00026811099999999997,2.7000000000000002e-05,1.75e-05,5.71e-06
0.000325395,2.72e-05,1.4499999999999998e-05,5.71e-06
0.00038658,2.61e-05,1.2e-05,6.55e-06
0.000452205,2.4299999999999998e-05,9.59e-06,6.55e-06
0.00047391699999999997,2.3899999999999998e-05,7.63e-06,6.21e-06
0.00041655,2.47e-05,4.76e-06,4.86e-06
0.000303179,2.6000000000000002e-05,-2.7800000000000003e-07,4.86e-06
0.00020480400000000003,2.59e-05,-6.06e-06,1.51e-06
0.00017759400000000002,2.68e-05,-1.11e-05,1.51e-06
0.000216939,3.0299999999999998e-05,-1.59e-05,3.04e-06
0.000270885,3.01e-05,-1.98e-05,3.04e-06
0.00028583,2.65e-05,-2.09e-05,1.06e-05
0.000244223,2.5300000000000002e-05,-1.95e-05,1.06e-05
0.00016602900000000002,2.64e-05,-1.73e-05,1.11e-05
7.890000000000001e-05,2.8000000000000003e-05,-1.4400000000000001e-05,3.19e-06
1.79e-06,2.65e-05,-1.0199999999999999e-05,3.19e-06
-5.07e-05,2.52e-05,-4.79e-06,4.39e-06
-7.269999999999999e-05,2.7600000000000003e-05,5.23e-07,4.39e-06
-6.6e-05,2.55e-05,4.51e-06,1.4599999999999999e-05
-4.34e-05,2.27e-05,8.14e-06,1.4599999999999999e-05
-3.4e-05,2.26e-05,1.11e-05,1.63e-05
-5.539999999999999e-05,2.26e-05,1.25e-05,1.63e-05
-0.00010646100000000001,2.47e-05,1.1599999999999999e-05,1.1599999999999999e-05
-0.00016691200000000002,2.8000000000000003e-05,1.1599999999999999e-05,1.0199999999999999e-05
-0.000221969,3.4399999999999996e-05,1.32e-05,1.0199999999999999e-05
-0.000274943,2.97e-05,1.52e-05,-4.88e-06
-0.000310247,2.8499999999999998e-05,1.56e-05,-4.88e-06
-0.00028825,2.7899999999999997e-05,1.4499999999999998e-05,-9.42e-06
-0.000198685,2.8499999999999998e-05,1.32e-05,-9.42e-06
-7.659999999999999e-05,2.95e-05,1.09e-05,-1.63e-05
1.73e-05,3.12e-05,7.93e-06,-1.63e-05
4.71e-05,3.28e-05,5.78e-06,-2.4e-05
3.39e-05,3.28e-05,4.11e-06,-2.64e-05
1.63e-05,3.2e-05,2.29e-06,-2.64e-05
6.52e-06,3.21e-05,4.49e-07,-2.7899999999999997e-05
-2.89e-06,3.2200000000000003e-05,-4.2600000000000003e-07,-2.7899999999999997e-05
-1.66e-05,3.27e-05,-3.35e-07,-2.6899999999999997e-05
-3.5100000000000006e-05,3.39e-05,4.55e-07,-2.6899999999999997e-05
-6.39e-05,3.37e-05,2.9e-06,-2.4e-05
-0.00010811100000000001,3.27e-05,6.45e-06,-2.4e-05
-0.000157524,3.5600000000000005e-05,8.98e-06,-2.1e-05
-0.000189318,3.8799999999999994e-05,1.05e-05,-1.34e-05
-0.000189903,3.27e-05,1.1599999999999999e-05,-1.34e-05
-0.000162971,2.84e-05,1.21e-05,-9.23e-06
-0.000127104,2.9299999999999997e-05,1.25e-05,-9.23e-06
-0.00010616299999999999,3.229999999999999e-05,1.4499999999999998e-05,-7.71e-06
-0.00010525600000000001,3.02e-05,1.59e-05,-7.71e-06
-0.000107921,3.14e-05,1.59e-05,-3.51e-06
-0.00011187299999999999,2.99e-05,1.56e-05,-3.51e-06
-0.000124697,2.7899999999999997e-05,1.63e-05,3.87e-06
-0.000132294,2.9199999999999998e-05,1.66e-05,1.09e-05
-0.00011402700000000001,3.02e-05,1.6899999999999997e-05,1.09e-05
-6.23e-05,3.13e-05,1.5399999999999998e-05,1.13e-05
-1.92e-05,3.2e-05,1.4000000000000001e-05,1.13e-05
-2.12e-05,3.43e-05,1.3300000000000001e-05,1.56e-05
-3.82e-05,3.11e-05,1.27e-05,1.56e-05
-4.3200000000000007e-05,3.0299999999999998e-05,1.12e-05,2.55e-05
-6.29e-05,3.11e-05,8.8e-06,2.55e-05
-0.00012561,3.16e-05,5.98e-06,4.01e-05
-0.000219865,3.72e-05,3.18e-06,4.8100000000000004e-05
-0.00031570700000000003,4.210000000000001e-05,2.59e-06,4.8100000000000004e-05
-0.000390851,3.8299999999999996e-05,4.78e-06,3.2500000000000004e-05
-0.00043349199999999995,3.2500000000000004e-05,7.38e-06,3.2500000000000004e-05
-0.00043420199999999996,3.21e-05,8.64e-06,1.98e-05
-0.000384703,3.2e-05,9.21e-06,1.98e-05
-0.000274633,3.0799999999999996e-05,9.78e-06,1.27e-05
-9.37e-05,3.19e-05,1.01e-05,1.27e-05
0.000144991,3.27e-05,1.0199999999999999e-05,-5.9e-06
0.000380184,3.21e-05,9.17e-06,-1.75e-05
0.000518794,3.06e-05,5.77e-06,-1.75e-05
0.000503498,2.9100000000000003e-05,9.179999999999999e-07,-2.08e-05
0.00035425400000000003,2.72e-05,-2.72e-06,-2.08e-05
0.000155635,2.68e-05,-3.27e-06,-2.15e-05
2.47e-05,2.7399999999999995e-05,-1.73e-06,-2.15e-05
3.64e-05,2.7300000000000003e-05,3.24e-07,-1.4099999999999999e-05
0.00018304,2.72e-05,1.81e-06,-1.4099999999999999e-05
0.00039551699999999996,2.7899999999999997e-05,1.11e-06,-1.34e-05
0.0005962680000000001,3.07e-05,-2.45e-06,-1.7100000000000002e-05
0.000726925,3.14e-05,-7.59e-06,-1.7100000000000002e-05
0.0007315980000000001,3.26e-05,-1.1400000000000001e-05,-2.1e-05
0.000602413,3.3600000000000004e-05,-1.36e-05,-2.1e-05
0.00040345699999999997,3.07e-05,-1.42e-05,-2.22e-05
0.000204582,2.9999999999999997e-05,-1.3300000000000001e-05,-2.22e-05
4.6399999999999996e-05,3.13e-05,-1.21e-05,-1.98e-05
-5.3299999999999995e-05,3.2e-05,-1.1400000000000001e-05,-1.98e-05
-9.75e-05,3.52e-05,-1.15e-05,-1.53e-05
-0.00010533700000000001,3.4200000000000005e-05,-1.18e-05,-1.23e-05
-9.73e-05,3.2e-05,-1.17e-05,-1.23e-05
-8.79e-05,3.0799999999999996e-05,-9.65e-06,-1.4099999999999999e-05
-8.94e-05,3.06e-05,-5.79e-06,-1.4099999999999999e-05
-0.00010810899999999999,2.9999999999999997e-05,-1.42e-06,-2e-05
-0.00013808899999999999,2.75e-05,3.1e-06,-2e-05
-0.00016590599999999998,2.52e-05,8.21e-06,-1.39e-05
-0.00018419400000000002,2.51e-05,1.3699999999999998e-05,-1.39e-05
-0.000194849,2.65e-05,1.7800000000000002e-05,-6.89e-06
-0.00019921099999999997,2.98e-05,1.95e-05,-1.31e-05
-0.00019437099999999999,3.24e-05,1.9699999999999998e-05,-1.31e-05
-0.000180225,3.16e-05,1.9699999999999998e-05,-1.4099999999999999e-05
-0.000161891,2.72e-05,1.9699999999999998e-05,-1.4099999999999999e-05
-0.000143472,2.4e-05,2.11e-05,-3.67e-06
-0.000127035,2.4299999999999998e-05,2.33e-05,-3.67e-06
-0.000120158,2.6700000000000002e-05,2.44e-05,1.06e-05
-0.00013251299999999998,3.07e-05,2.47e-05,1.06e-05
-0.00015102600000000001,3.3e-05,2.45e-05,1.6899999999999997e-05
-0.000157653,2.9600000000000005e-05,2.3800000000000003e-05,3.17e-06
-0.000160474,2.9999999999999997e-05,2.27e-05,3.17e-06
-0.000174649,3.11e-05,2.3100000000000002e-05,-8.57e-06
-0.00019653400000000003,3.28e-05,2.51e-05,-8.57e-06
-0.000206569,3.18e-05,2.6700000000000002e-05,-1.31e-05
-0.000190181,2.98e-05,2.8000000000000003e-05,-1.31e-05
-0.000139995,3.09e-05,2.8600000000000004e-05,-1.36e-05
-7.290000000000001e-05,3.28e-05,2.62e-05,-1.36e-05
-2.4299999999999998e-05,3.48e-05,2.24e-05,-1.56e-05
-1.63e-05,3.39e-05,1.95e-05,-9.23e-06
-3.8e-05,3.229999999999999e-05,1.73e-05,-9.23e-06
-6.65e-05,3.16e-05,1.3800000000000002e-05,-7.71e-06
-9.120000000000001e-05,3.06e-05,8.94e-06,-7.71e-06
-0.00010541299999999999,2.84e-05,3.61e-06,-2.84e-06
-8.89e-05,2.84e-05,-1.42e-06,-2.84e-06
-2.3100000000000002e-05,2.95e-05,-6.96e-06,6.89e-06
8.99e-05,2.94e-05,-1.42e-05,6.89e-06
0.000221893,3.01e-05,-2.1e-05,1.23e-05
0.000307556,2.8699999999999996e-05,-2.42e-05,1.58e-05
0.000284434,2.72e-05,-2.3800000000000003e-05,1.58e-05
0.000165165,2.7600000000000003e-05,-2.2100000000000002e-05,1.24e-05
2.47e-05,2.8999999999999997e-05,-1.88e-05,1.24e-05
-7.48e-05,2.8999999999999997e-05,-1.4000000000000001e-05,1.36e-05
-0.000114805,2.71e-05,-8.91e-06,1.36e-05
-9.259999999999999e-05,2.75e-05,-4.13e-06,2.65e-05
-1.24e-05,2.8999999999999997e-05,5.68e-08,2.65e-05
8.73e-05,2.8100000000000002e-05,3.96e-06,3.75e-05
0.000115945,2.97e-05,8.97e-06,5.0900000000000004e-05
1.4400000000000001e-05,3.16e-05,1.3500000000000001e-05,5.0900000000000004e-05
-0.00016590099999999998,2.8100000000000002e-05,1.5399999999999998e-05,4.72e-05
-0.00030959900000000003,2.54e-05,1.4999999999999999e-05,4.72e-05
-0.00034188599999999996,2.49e-05,1.4800000000000002e-05,4.01e-05
-0.000282686,2.51e-05,1.56e-05,4.01e-05
-0.00019612,2.2800000000000002e-05,1.64e-05,3.52e-05
-0.00011344700000000001,2.34e-05,1.7100000000000002e-05,3.52e-05
-8.49e-06,2.3800000000000003e-05,1.64e-05,2.2100000000000002e-05
0.000151171,2.17e-05,1.27e-05,1.26e-05
0.000355722,2.3899999999999998e-05,7.22e-06,1.26e-05
0.000539085,2.6000000000000002e-05,1.78e-06,-2.19e-06
0.000612322,2.46e-05,-2.85e-06,-2.19e-06
0.000556203,2.3800000000000003e-05,-6.88e-06,-7.39e-06
0.00044784,2.42e-05,-1.04e-05,-7.39e-06
0.000365914,2.4299999999999998e-05,-1.27e-05,-1.04e-05
0.000318756,2.3800000000000003e-05,-1.3699999999999998e-05,-1.04e-05
0.00027858,2.24e-05,-1.28e-05,-1.39e-05
0.00023104900000000002,2.36e-05,-8.95e-06,-1.09e-05
0.00017693,2.61e-05,-3.39e-06,-1.09e-05
0.00011902399999999999,2.7600000000000003e-05,6.88e-07,-1.92e-05
6.35e-05,2.8199999999999998e-05,3.88e-06,-1.92e-05
1.76e-05,2.78e-05,8.96e-06,-3.21e-05
-1.92e-05,2.8899999999999998e-05,1.47e-05,-3.21e-05
-5.59e-05,2.59e-05,1.8e-05,-3.3100000000000005e-05
-0.000105324,2.52e-05,1.87e-05,-3.3100000000000005e-05
-0.000170172,2.57e-05,1.99e-05,-3.4399999999999996e-05
-0.00023951299999999998,2.57e-05,2.24e-05,-3.8799999999999994e-05
-0.000301881,2.7300000000000003e-05,2.3800000000000003e-05,-3.8799999999999994e-05
-0.000340965,2.8000000000000003e-05,2.3100000000000002e-05,-3.74e-05
-0.000345617,2.64e-05,2.02e-05,-3.74e-05
-0.00031570299999999997,2.7699999999999996e-05,1.49e-05,-2.84e-05
-0.000253825,2.8000000000000003e-05,1.0199999999999999e-05,-2.84e-05
-0.000165621,2.6899999999999997e-05,5.54e-06,-2.37e-05
-7.3e-05,2.71e-05,6.070000000000001e-07,-2.37e-05
-9.19e-06,2.72e-05,-3.37e-06,-1.3300000000000001e-05
1.9600000000000002e-05,2.95e-05,-5.62e-06,-8.39e-06
2.6600000000000003e-05,2.9999999999999997e-05,-6.31e-06,-8.39e-06
1.9e-05,2.8499999999999998e-05,-5.99e-06,-9.56e-06
-8.78e-07,2.6700000000000002e-05,-4.35e-06,-9.56e-06
-2.95e-05,2.45e-05,-1.18e-06,-1.5e-06
-6.05e-05,2.5300000000000002e-05,1.62e-06,-1.5e-06
-8.41e-05,2.9299999999999997e-05,2.37e-06,5.71e-06
-9.53e-05,3.0299999999999998e-05,1.92e-06,5.71e-06
-0.00010303399999999999,2.68e-05,1.75e-06,8.73e-06
-0.00012432,2.3800000000000003e-05,2.71e-06,1.1900000000000001e-05
-0.00016494,2.61e-05,4.14e-06,1.1900000000000001e-05
-0.000212825,2.8800000000000002e-05,4.95e-06,2.25e-05
-0.00026139,2.75e-05,5.41e-06,2.25e-05
-0.000306355,2.95e-05,6.6e-06,3.3100000000000005e-05
-0.000337511,3.0299999999999998e-05,8.95e-06,3.3100000000000005e-05
-0.00033972699999999995,2.94e-05,1.17e-05,2.97e-05
-0.000304145,2.98e-05,1.29e-05,2.97e-05
-0.000228337,2.65e-05,1.32e-05,2.22e-05
-0.00013607799999999998,2.78e-05,1.11e-05,2.23e-05
-4.52e-05,3.07e-05,7.43e-06,2.23e-05
4.61e-05,2.9199999999999998e-05,2.8e-06,2.11e-05
0.000130251,2.7899999999999997e-05,-2.03e-06,2.11e-05
0.000204705,2.97e-05,-3.11e-06,1.49e-05
0.00025959,3.0299999999999998e-05,4.19e-07,1.49e-05
0.000275756,2.71e-05,4.27e-06,5.86e-06
0.000245944,2.78e-05,5.93e-06,5.86e-06
0.00019495,3.05e-05,3.91e-06,-1.09e-05
0.000138468,2.94e-05,1e-06,-2.01e-05
8.109999999999999e-05,2.78e-05,-1.13e-06,-2.01e-05
3.72e-05,2.8699999999999996e-05,-2.71e-06,-2.8000000000000003e-05
1.0800000000000002e-05,2.9999999999999997e-05,-3.99e-06,-2.8000000000000003e-05
-1.64e-05,2.98e-05,-4.2e-06,-3.07e-05
-5.68e-05,2.9199999999999998e-05,-2e-06,-3.07e-05
-0.00010067,2.8800000000000002e-05,1.31e-06,-2.6000000000000002e-05
-0.00013025,2.8300000000000003e-05,2.4e-06,-2.6000000000000002e-05
-0.000135467,2.7600000000000003e-05,6.75e-07,-2.7000000000000002e-05
-0.000116233,2.59e-05,-1.81e-06,-2.48e-05
-7.04e-05,2.3100000000000002e-05,-2.91e-06,-2.48e-05
1.1400000000000001e-05,2.0600000000000003e-05,-1.37e-06,-1.21e-05
0.000137385,2.3199999999999998e-05,1.72e-06,-1.21e-05
0.000283725,2.7699999999999996e-05,3.83e-06,-3.5e-06
0.000392343,2.78e-05,3.54e-06,-3.5e-06
0.000421339,2.8499999999999998e-05,2.41e-06,1.86e-05
0.000362154,2.8699999999999996e-05,1.31e-06,1.86e-05
0.00024177200000000002,2.8499999999999998e-05,8.27e-07,2.7899999999999997e-05
0.00011505100000000001,2.8999999999999997e-05,1.8e-07,2.13e-05
2.3800000000000003e-05,2.8199999999999998e-05,4.85e-07,2.13e-05
-3.07e-05,3.09e-05,-5.62e-07,1.86e-05
-6.159999999999999e-05,3.3e-05,-1.84e-06,1.86e-05
-8.28e-05,3.09e-05,-2.71e-06,8.54e-06
-9.68e-05,3.01e-05,-2.85e-06,8.54e-06
-0.000102081,2.94e-05,-1.2e-06,-6.22e-06
-0.000101559,2.8699999999999996e-05,1.99e-06,-6.22e-06
-0.000100241,2.7300000000000003e-05,4.97e-06,-1.73e-05
-9.93e-05,2.58e-05,6.85e-06,-2.5e-05
-0.000102208,2.58e-05,8.21e-06,-2.5e-05
-0.00011155,2.58e-05,9.98e-06,-2.84e-05
-0.000124735,2.56e-05,1.22e-05,-2.84e-05
-0.000139725,2.68e-05,1.4099999999999999e-05,-3.17e-05
-0.000161005,2.8600000000000004e-05,1.53e-05,-3.17e-05
-0.00019849400000000001,2.8699999999999996e-05,1.58e-05,-3.14e-05
-0.000258895,2.71e-05,1.6100000000000002e-05,-3.14e-05
