deltant,deltmed,deltpost,ssp
0.0010416377508759619,0.001507678422970158,0.00014146699100411788,0.01185488533866725
0.002338692176170752,0.006430063563245369,0.013960692940086845,0.029462209704912944
0.002625447167475286,0.008004549385591002,0.01476870006180739,0.03518633145754463
0.002190643639055165,0.007627175896079201,0.01313708317772088,0.041839937975972824
0.002639767223995061,0.011730160679319401,0.011657409797792303,0.05811245766022752
0.0036830584225937333,0.019841163257448113,0.011787813860393523,0.05474708397098011
0.002554445761886568,0.020423546626310914,0.015627916719262936,0.049487484671884206
0.007878010964948376,0.026642837366613093,0.016497966951766963,0.09019378471868021
0.03291192231132871,0.04660074377109421,0.014787033360614488,0.13152702476655417
0.06581643064386025,0.05783156069377659,0.01691129888904304,0.11781881383766171
0.09492278022340367,0.059941527653956564,0.020640711144644115,0.10477337654629756
0.11652974660490045,0.08205260936971553,0.023263325937832664,0.11836429211757302
0.1496933674697836,0.1227991073938925,0.0239040982981724,0.11100511610027229
0.21512016070089476,0.13481584446452893,0.02607371456434857,0.09426611643298612
0.24555268010828538,0.1385152563756741,0.030924579159922038,0.08953989899291658
0.21683041357762747,0.18435058473888974,0.03632337773408821,0.08133287882286967
0.18543430734721592,0.2172855898275952,0.03701937467658651,0.07652407247381308
0.16274115691711138,0.22618682613426325,0.036737020358787974,0.08858932332007097
0.15735295612172262,0.26484585040541087,0.035357959623568976,0.10998258166204822
0.15726439292996955,0.27385247187389966,0.02695027332531932,0.10821736411587134
0.16740850478552882,0.207077108285412,0.028382586792937356,0.10008748199070823
0.1901802239228069,0.1601587950784285,0.048028921424909034,0.09721091218913065
0.19874619657941633,0.16958042710975157,0.049994179095469875,0.1010661924259315
0.1585124306001085,0.16362718011035093,0.02734322247941196,0.1171985840471525
0.11893809732335196,0.11162144895175817,0.021277555692754316,0.09769027682418736
0.09996287872810915,0.08484132849295734,0.029843646100367997,0.050372258494535166
0.08906061338636294,0.09036913384577977,0.023998675134689267,0.02969704725433584
0.13225685878297733,0.10858466631637557,0.019106091455998037,0.048091672307983696
0.23971695808231364,0.2288765346374698,0.03384324802335718,0.13836428577539342
0.33826687279947765,0.38694598866668917,0.043726090089468254,0.26176665877575234
0.41369449726066165,0.3739348120217628,0.047903092724415876,0.3108210389063051
0.3978625501708731,0.2504324668425329,0.07669758625395527,0.26547126692119777
0.3070952228582682,0.19593156658994007,0.09720601207206869,0.21141015853639106
0.25693100740188207,0.16968162595414824,0.080584968441882,0.2150200553024959
0.24743395081482014,0.15031887264114868,0.07795883738182507,0.24436427320598023
0.24121269575713059,0.19627497620842735,0.09623487713298823,0.2411381250819412
0.21999036999860427,0.22044243862006593,0.08469902490250697,0.20325567236180508
0.2047109661423441,0.16980221911403628,0.054198094242358955,0.18655434792811534
0.19749739730024923,0.12602765314184436,0.04972499441437568,0.21412661754314116
0.18757237016232964,0.12331243303927343,0.07512651119282866,0.21943425864209964
0.15477228195263282,0.13957769807719667,0.0791892707356904,0.19139363353599845
0.13219051352008324,0.1439132199875336,0.05375704443325426,0.1798137702105705
0.14327262755566503,0.12878795615505725,0.046581941839538635,0.1749869140811991
0.1535434014792659,0.10797545244330996,0.054488125760251166,0.16152271459503773
0.13414639798553907,0.09273400078549782,0.05136530976821493,0.17530840341882375
0.11642084849020509,0.09929648359008321,0.04640746993610642,0.18458006583551934
0.1013681509631557,0.10933160665051872,0.07239012108377199,0.15259012006662023
0.09581271096523156,0.09754750600234448,0.1034223042499423,0.12824937475732498
0.10563536520919053,0.07845034979121325,0.09116498082566701,0.13693603853882436
0.115146776216172,0.06867720333348583,0.07056790140129579,0.15604056621888665
0.12965923429382967,0.0794993228028871,0.05331665348487607,0.16882152656132302
0.14321028216234544,0.09348019556498005,0.050996643581788924,0.17835211693220832
0.13692117572706608,0.07832547840816916,0.05775254286345923,0.1682523807142358
0.12159719307585522,0.05867341788314854,0.05340283040344628,0.14058835402583417
0.12426077077245222,0.07089585057513963,0.05546757798467814,0.13568242466706426
0.14048251535856157,0.09051399386821109,0.05853752360536839,0.15260386352443261
0.1512598861613226,0.08813787090392673,0.05755153601577518,0.15271956611322524
0.15368145012250536,0.0994251091752887,0.061860091393226846,0.15306886251659535
0.14564001421084022,0.12472848273058212,0.05701559881430699,0.1546875258371712
0.14219249276187898,0.118409849533957,0.046766981795077434,0.14434050428414158
0.16004021901163992,0.10519920409529192,0.045196794792306774,0.14358890907417304
0.18269488514966203,0.1173230013582404,0.047687222178815804,0.151499298055311
0.18455451054623068,0.13028105749957633,0.04456154010243464,0.17104051900444564
0.17235455784990825,0.13041159222066873,0.05114776793223965,0.16493918194373788
0.16660941720744257,0.132525686195843,0.06213740739816016,0.13512685659390622
0.17495676740363017,0.142592116096805,0.056510373312523364,0.12604508136666245
0.17749074590223216,0.13781921678449752,0.051202974247371885,0.1355890991946224
