deltant,deltmed,deltpost,ssp
0.02367024618482387,0.004040162332815518,0.0,0.2410782122087723
0.16506447337742444,0.04459305756918955,0.013814713790101064,0.8260136814819212
0.18706216357724526,0.0630969641318882,0.01374745624096465,0.723238829758329
0.2073887987215404,0.08697390015949492,0.011416827700451191,0.593387929953453
0.24067688935302242,0.1312926465380972,0.019167952991433992,0.7212501155474187
0.3223151481197124,0.16270983682925827,0.03520799554459463,0.7967610036869646
0.4599387709565498,0.192747301725026,0.05176468637712661,0.6998050030799986
0.37908473891670535,0.21013942987510525,0.05164046292200817,0.6135301057023713
0.2001935945358704,0.19147552024847128,0.04516762714142781,0.6443219248498157
0.20442181998162606,0.1756071577259538,0.042963342999892934,0.6871191498515353
0.2970329159227708,0.20698988895344653,0.04985248301655725,0.6444447993370023
0.28110680019776035,0.25402150729549533,0.07778707487585634,0.6235500239295386
0.2117518610584675,0.2733848949066741,0.08175031429396874,0.6709255336391025
0.22397566273501368,0.27378955931622223,0.07551984745214758,0.7027691543006016
0.22045886534465883,0.2551236865497769,0.10303703734890915,0.6967137733720389
0.2074726808582542,0.22520393739719344,0.10416941904605904,0.7191663397107817
0.20322125428688279,0.21582975385165243,0.07122467731189727,0.7376207328559969
0.17713704096789862,0.23060264560320734,0.060249677790723905,0.6993262227448088
0.17505747094192356,0.20997646782432913,0.06096659976308915,0.6467972381269815
0.18891792724395684,0.26612624916246874,0.10365344719808132,0.6309111491015394
0.18964238355137092,0.38280297926136014,0.17372680949610123,0.6689454180222543
0.2616131554420714,0.3304216419193272,0.18571945755237912,0.6781436724786029
0.42461641884886325,0.25753172217970727,0.15424749433294963,0.6500414652224671
0.40851319087749755,0.28368480359378867,0.13941515259987977,0.6155727990793706
0.1993538576713085,0.2020745567515395,0.1187439323572063,0.5955757181944166
0.1430026262607773,0.11748794006604163,0.07901350333743608,0.6053335899339652
0.21412231373563753,0.12293256725870705,0.05059322893604851,0.6396871539216483
0.2560941826843015,0.09586032591042122,0.039307887653504014,0.6722878146765987
0.2574069059255375,0.08050279500794262,0.026458030691378105,0.6956011647198339
0.26103171325047786,0.09664454606134915,0.020957586184426044,0.7021389378614403
0.373195921920248,0.1556267007174125,0.029768802805425734,0.7105766568526803
0.5007865622540459,0.227687747549139,0.04176678290988783,0.70062895231353
0.43354675750674126,0.20331125780594955,0.040130686506227364,0.6469647282128341
0.2643261672255625,0.1189010049869331,0.027338086769160733,0.6545639027134557
0.2076407135387713,0.0799194661903546,0.019315458728255987,0.6923518543386284
0.2101126262331356,0.09318375737341038,0.017055781910622514,0.6816498368958762
0.1934338938609892,0.09684735580023345,0.02111330230360239,0.6621973836213678
0.18411449934756807,0.08927623463713379,0.028040217135607837,0.7007477443196233
0.18494055007703405,0.06853226060740494,0.0266998885011455,0.705617074483815
0.173659988180729,0.05128113435156929,0.019279728847389224,0.6557621124611858
0.16654837290408717,0.07218439354330725,0.02068685165630407,0.6433043299979931
0.18445297081859474,0.10887420777702131,0.03103250802370072,0.6640625632353518
0.2086773299846906,0.12747795879145565,0.03684713555958556,0.6234381405523273
0.2435871920418934,0.12873073341268762,0.03337280062192786,0.62252300894368
0.2616265318902369,0.14458178952576733,0.0373726331100399,0.6690019776811247
0.23428812956195605,0.17361313376481766,0.05265077757166926,0.705116812414205
0.24474027249590663,0.18286928736037425,0.07144775063247781,0.7137675261904245
0.27208815418197674,0.16196137329505159,0.07494039038024793,0.6666920209028512
0.3086296670463367,0.1723713637744793,0.05106387733560288,0.6470430527169806
0.36611759381383757,0.22497372861407025,0.04244318036348626,0.6380346160010619
0.31990464794261325,0.23332774488435082,0.06347725135481647,0.644428128152228
0.3129993131569418,0.2691636725702299,0.07603399004750096,0.6507027329167506
0.549760212973593,0.3243710084062751,0.092368583252223,0.6475059525342594
0.6889821684489872,0.30727235151195414,0.11647232379361916,0.6109888078061951
0.5149792781963353,0.2790915598702756,0.1083587205159523,0.6127996625305914
0.47013004214729276,0.28422107622751813,0.10372324988635542,0.6712857719309857
0.548741388289976,0.29884992443129754,0.12255710591242623,0.6666539673103564
0.4492960887497345,0.2890388985155574,0.10280223266485762,0.656725064763156
0.34125247013501053,0.2526594702039805,0.07525960216625668,0.6833438434854772
0.35004562243454784,0.2151096352345605,0.08900052860932628,0.6706898470403089
0.30709363107673043,0.20529432861430122,0.08999021503149192,0.619588628369297
0.2457700946152539,0.24509545094844745,0.07584546961972011,0.6666119940710278
0.2853841590279261,0.25122513984010225,0.07933705933564382,0.7306147344618775
0.31953314273954847,0.17992124671739784,0.07815865035113172,0.7391651481249102
0.21771275430240955,0.11647330959609274,0.06327985979548915,0.7974676382798888
0.10976523314151067,0.08172986573697047,0.04289738122861345,0.8005151496788646
0.1292181359336367,0.05867662492118884,0.03163740986922271,0.6963278559394988
0.18587505148874492,0.03829654724107572,0.023646881125684558,0.676905461926555
0.17257644223737142,0.02979485166106738,0.010245799763144218,0.703637417918342
0.12439224355291247,0.029369237486623647,0.005218792911456133,0.6751857679173395
0.0938458208130518,0.02743524245494189,0.009301893643858207,0.6265715069939731
0.0836116998797027,0.024444771610015775,0.009356910686804401,0.5863567185359713
0.041688365164229,0.016226951212003862,0.004860494234918101,0.6093296842652792
0.006078271691392217,0.02199918553420964,0.023280291446852626,0.6606914369112411
0.01964289448562558,0.04540585139635385,0.05967302993713426,0.7340079284898993
0.03103996875176743,0.044560988730513985,0.06420463281810239,0.7589606493596531
