deltant,deltmed,deltpost,ssp
0.00132730570896841,0.0034035214097956237,0.0,0.004568778182095628
0.0023120752286001143,0.005342406798410703,0.0023445611771228912,0.018305240373956057
0.002440708844100736,0.004659391873094096,0.0030898473835419653,0.026262412678288244
0.0021791142353795785,0.004306176118003517,0.0031123076456231785,0.03426938301747165
0.002145519322996856,0.004435272835735318,0.0031645205031039475,0.02559566873727606
0.0018666877669958532,0.004434824801924901,0.0025793606792397735,0.023768525702620592
0.001918251984096092,0.004269782380907404,0.002005640285686904,0.02672823537843763
0.0020064192917890553,0.004045549717309901,0.002232744384694262,0.02217061473208544
0.001896370809799979,0.004029605808009662,0.0022053557613528575,0.015494833443065655
0.002126757420017126,0.004213169380548651,0.002006368847977896,0.01875479176080112
0.002382307533740634,0.004578817838879652,0.0020821798909778895,0.0214862666468071
0.0020278505820885096,0.005103254577392148,0.0026234067148205214,0.019822153055964204
0.0020356583473348246,0.0046228489959630635,0.002882863075804973,0.022377082942867343
0.0023142254884648845,0.004305464158513399,0.002012752607963704,0.018117605637498164
0.0020336177212743256,0.004958434228918872,0.0018498025882351828,0.01194713524956592
0.0020156130026721883,0.005250443821794572,0.002971917023902943,0.019662777598745334
0.002546252430083937,0.00441734628565989,0.0030453089575530573,0.037482613478568426
0.0027989337067438284,0.0027188596023621993,0.004318602257482742,0.03699781110869466
0.002817884800632104,0.013096432712040891,0.01373024234677714,0.03267141367886398
0.0028360399262552217,0.044720061628201066,0.019154979592060653,0.038875696685411805
0.0038485346514057317,0.07332787416756117,0.009363926626782081,0.029981781673230627
0.008960961864387862,0.0672305311097101,0.001433627369349001,0.02979350111380413
0.01350719737845127,0.04923643526049831,0.0038029656696761823,0.05956949104690678
0.011288452989302502,0.05153001986038312,0.0073366456446707405,0.08685855199405913
0.03308904385311823,0.06088729695114305,0.006675588066225415,0.08929569393173362
0.1093943883435943,0.10837807082479431,0.005203117091168471,0.0770937247771867
0.13560403226774229,0.1576259196433803,0.005896027573356808,0.08640138065611076
0.0922248183881596,0.1489426454227719,0.007605830812591639,0.1061475479830293
0.11511922560600464,0.13239333166180403,0.009595065900852616,0.09637435762924042
0.13827324198502502,0.13993439042509667,0.010231400365536604,0.08945403397692356
0.09200512879906263,0.15285350174818627,0.009059043925104489,0.13619451312100161
0.06311979192420206,0.14056004193378183,0.01297382892087617,0.15625754407034617
0.08397917289526362,0.12999846055925268,0.01950213410383998,0.13435008139580046
0.08158052280768142,0.12302577886087405,0.012173121125560944,0.10930064881505057
0.06667376794927518,0.1110307655435372,0.005185061547632577,0.11739651245305466
0.10707473925179666,0.094053278347474,0.03177928755695749,0.1366137407219381
0.2167198371086108,0.09573479807388424,0.07025083250328024,0.1398934528175196
0.2704847612852588,0.12544704429030826,0.07128447799625792,0.1735916747233463
0.26953841847722154,0.10848302931945407,0.05487233753737237,0.1927853669561274
0.30105220298843605,0.07149914509913312,0.04388985722139164,0.15743407609237517
0.25466752539815546,0.0720685778264245,0.03671884023012239,0.1282397195002719
0.17721081735945193,0.06807367698977393,0.02452733893959965,0.12924800826668986
0.19817477409359277,0.04910037210844557,0.0161438433420982,0.13404199726313715
0.1780534601632766,0.04772250389774561,0.015421595301009255,0.11280452801207035
0.09876920818993505,0.056095219008811086,0.011603588386080582,0.08449480246729203
0.0770123423814071,0.0547667892194374,0.006590305199590616,0.08555066812913008
0.060220150260096625,0.03379259224519625,0.006366985219244144,0.07834321564595896
0.044452869338164794,0.022013467269753183,0.007381278712310095,0.06248294231715937
0.045865866639627675,0.022515606621545767,0.008634208031245032,0.06814639760643679
0.03923649927112993,0.021483747676764756,0.007092162025749517,0.06645923758883214
0.03287842731029207,0.04206822423409184,0.005050221226494419,0.050977034350148026
0.04623493768256908,0.07814638780869003,0.007626570785742111,0.04719013528807151
0.06159625766908494,0.10836638538547716,0.00983234094125004,0.058699894143447444
0.05116000855447633,0.12769650968481427,0.0074612865296867685,0.06857784290124355
0.04665728393202643,0.098517861358208,0.007246375187229961,0.07163419531940396
0.06352064067499766,0.07559604922134991,0.010414176304814416,0.0662528126531298
0.07060270419462032,0.0984682295977365,0.01029884581265006,0.06423523768075039
0.08279097400368038,0.13627883910645505,0.0073292346790721,0.06301248364005414
0.09854916710074578,0.16540888107950538,0.007524491377716072,0.058618685545843895
0.07328579251884391,0.1487466061473192,0.011215261683524295,0.0616627860327914
0.05508876530014502,0.12231249993016513,0.012831673445786345,0.06928260670174238
0.061388045259413285,0.12884268277532343,0.010494576568368384,0.08284172552564913
0.0669481220634602,0.15173691242442966,0.010443039415876725,0.08026837973390566
0.07760628756689074,0.1527972557436036,0.013347851810905559,0.06561634853266217
0.08681305644501958,0.12651016933351844,0.013726833309675739,0.0820493940626527
0.06471263845027561,0.1179997019067475,0.011383977227567208,0.08621016395200536
0.03543645947820814,0.10008120437061259,0.0071925954169054715,0.03617771724554766
0.012278487204696573,0.044884330973928195,0.006155641981457531,0.029332342472745864
0.002786064863944425,0.017579472347981497,0.011844008326855815,0.06812039012450274
0.00353607081126999,0.0202970376127636,0.01601472936037714,0.05136315942517695
0.0069811867152312045,0.016368467281904074,0.011418761256205239,0.028499640282516142
0.009729874497383285,0.007553908910960671,0.006462240598761615,0.07095439133927856
0.008489564828489417,0.0040899506297621,0.004571303705690821,0.08146475599615582
0.006447340605150434,0.0038919522371173784,0.003938852003238743,0.04427475023006454
0.005589452896171992,0.010449382978572263,0.0041107935885422685,0.024313335048543598
0.004646568484922855,0.01709897377160737,0.007005436546008622,0.024626212347390704
0.004104068089499179,0.00990775382021258,0.011023743392658398,0.01659505439698907
0.004457702388323626,0.003625365590302268,0.01045215511961199,0.013310474748845325
0.003369768575398155,0.005102504097543061,0.006701833081336239,0.01408768525275115
0.0026682977632071308,0.007872211331044971,0.004277745443435476,0.014128677828607156
0.003541807598912429,0.007814392060452842,0.0017699099258967768,0.03422172033126739
0.00297777474086371,0.0061632710327327355,0.003886970231762026,0.03579136011032789
0.002261250068292602,0.005041933999556214,0.010801381788689278,0.014417987927333033
0.0034541696602993547,0.004772942568078957,0.01013821219336879,0.018587104613784086
0.0033991001522281753,0.005238164356616134,0.003867713916505002,0.02955687492348694
